Country,Subject Descriptor,Units,Scale,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
Republic of Congo,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.023,0.023,0.024,0.024,0.023,0.023,0.024,0.024,0.022,0.023,0.025,0.026,0.025,0.026,0.026,0.026,0.026,0.025,0.023,0.022,0.023,0.022,0.022,0.021,0.021,0.021,2017
Republic of Congo,Total investment,Percent of GDP,,27.482,22.626,26.357,22.776,25.231,21.322,21.016,22.135,34.967,22.376,27.9,22.382,25.88,32.19,34.447,49.884,57.334,50.884,29.635,18.29,22.586,22.113,23.9,25.968,27.44,28.648,2017
Republic of Congo,Gross national savings,Percent of GDP,,17.392,42.298,25.038,29.14,40.322,35.788,27.641,37.424,6.655,30.884,13.276,29.713,39.8,49.867,48.238,51.208,3.134,4.713,25.748,23.829,27.244,28.043,26.17,25.207,26.029,27.509,2017
Republic of Congo,"Inflation, average consumer prices",Index,,90.326,90.778,91.544,94.276,95.869,99.388,101.839,105.613,108.353,114.877,119.864,120.333,122.451,128.585,134.54,135.767,140.069,144.538,145.187,146.861,149.044,151.772,155.773,160.117,164.92,169.868,2018
Republic of Congo,"Inflation, average consumer prices",Percent change,,3,0.5,0.844,2.985,1.69,3.67,2.466,3.706,2.595,6.02,4.341,0.391,1.761,5.009,4.631,0.912,3.168,3.191,0.449,1.153,1.487,1.831,2.636,2.788,3,3,2018
Republic of Congo,Volume of imports of goods and services,Percent change,,2.211,4.582,8.496,6.217,4.076,-2.17,17.581,12.276,8.228,-7.95,34.151,21.024,-0.754,-13.375,5.449,32.244,33.765,-15.511,-27.242,5.14,7.931,-1.464,2.705,0.595,-0.391,-0.392,2017
Republic of Congo,Volume of Imports of goods,Percent change,,5.308,9.381,-11.844,35.198,-1.488,2.348,5.071,3.546,4.661,3.544,21.758,20.415,1.212,-15.748,-2.832,40.162,44.612,-13.256,-30.064,-7.344,6.851,-0.743,4.429,2.736,1.887,0.886,2017
Republic of Congo,Volume of exports of goods and services,Percent change,,8.466,5.787,-18.664,13.914,-6.798,-12.39,23.083,10.405,-17.107,-4.048,22.013,7.62,-3.547,-11.254,-8.278,3.488,-12.125,-14.228,28.422,28.228,15.048,-1.004,-1.941,-9.98,-7.695,-2.812,2017
Republic of Congo,Volume of exports of goods,Percent change,,8.466,5.787,-18.664,13.914,-6.798,-12.39,23.083,10.405,-17.107,-4.048,22.013,7.62,-3.547,-11.254,-8.278,3.488,-12.125,-14.228,28.422,28.228,15.048,-1.004,-1.941,-9.98,-7.695,-2.812,2017
Republic of Congo,Population,Persons,Millions,2.787,2.857,2.929,3.002,3.077,3.154,3.233,3.313,3.396,3.481,3.568,3.657,3.749,3.843,3.939,4.037,4.138,4.241,4.347,4.456,4.568,4.682,4.799,4.919,5.042,5.168,2004
Republic of Congo,General government revenue,Percent of GDP,,26.951,26.666,30.846,27.337,30.195,30.369,38.798,44.427,44.316,54.802,30.269,41.194,46.424,49.096,50.631,48.074,32.647,34.055,27.664,30.423,32.756,33.975,31.761,33.26,33.751,34.158,2018
Republic of Congo,General government total expenditure,Percent of GDP,,32.28,25.487,31.614,35.432,29.792,26.725,24.162,27.78,33.716,27.554,25.337,24.598,29.45,39.721,54.28,61.713,57.4,54.465,35.124,25.036,25.519,24.38,25.016,26.268,27.454,28.262,2018
Republic of Congo,General government net lending/borrowing,Percent of GDP,,-5.328,1.178,-0.767,-8.095,0.403,3.644,14.637,16.646,10.601,27.247,4.932,16.597,16.974,9.375,-3.649,-13.638,-24.753,-20.41,-7.459,5.386,7.238,9.595,6.744,6.991,6.298,5.895,2018
Republic of Congo,General government primary net lending/borrowing,Percent of GDP,,6.242,8.144,6.731,0.345,6.201,8.853,19.558,21.072,13.432,30.098,6.304,17.47,17.059,9.39,-3.395,-13.407,-23.855,-17.823,-5.397,7.484,8.842,10.938,7.965,8.061,7.222,6.734,2018
Republic of Congo,General government gross debt,Percent of GDP,,0,163.223,195.784,180.289,204.372,198.679,108.271,98.816,110.593,79.319,96.418,53.387,42.324,45.123,49.492,59.794,111.411,127.848,125.366,98.465,90.189,83.685,79.378,76.818,70.915,60.545,2018
Republic of Congo,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,1449.3,2292.5,2048.3,2104.9,2031.8,2455.8,3210.7,4042.6,3563.6,4556.9,4409.733,6082.52,6982.455,6971.923,6927.242,6959.94,5056.482,4615.6,5223.491,6211.647,6402.693,6450.819,6481.404,6304.501,6320.654,6513.915,2018
Republic of Congo,Current account balance,U.S. dollars,Billions,-0.231,0.633,-0.037,0.192,0.528,0.673,0.404,1.12,-2.108,0.87,-1.369,0.902,2.062,2.415,1.934,0.187,-4.636,-3.595,-0.348,0.62,0.52,0.674,0.261,-0.085,-0.159,-0.133,2017
Republic of Congo,Current account balance,Percent of GDP,,-9.786,19.672,-1.319,6.364,15.091,14.466,6.625,14.469,-28.311,8.508,-14.625,7.331,13.92,17.677,13.791,1.324,-54.199,-46.171,-3.872,5.539,4.658,5.93,2.27,-0.76,-1.41,-1.139,2017
Costa Rica,"Gross domestic product, constant prices",Percent change,,3.943,3.833,3.49,3.292,4.255,4.337,3.871,7.238,8.168,4.65,-0.971,4.952,4.307,4.797,2.269,3.515,3.632,4.246,3.397,2.67,2.925,2.817,3.016,3.117,3.337,3.537,2017
Costa Rica,"Gross domestic product, deflator",Index,,30.011,32.836,36.041,39.595,43.841,49.735,56.252,63.586,70.285,78.31,86.006,91.657,95.826,100,104.013,110.043,114.2,116.488,119.458,122.266,126.811,130.574,134.093,138.048,142.008,146.325,2017
Costa Rica,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,9731.196,10177.101,10150.811,10304.995,10575.328,10860.08,11110.728,11738.318,12516.499,12909.012,12597.097,12975.348,13361.785,13822.175,13956.255,14267.315,14607.72,15046.925,15379.168,15608.199,15880.027,16139.642,16435.274,16752.604,17112.516,17514.03,2017
Costa Rica,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.062,0.062,0.062,0.062,0.063,0.062,0.061,0.063,0.064,0.065,0.065,0.065,0.065,0.066,0.065,0.065,0.065,0.066,0.066,0.065,0.065,0.065,0.064,0.064,0.064,0.064,2017
Costa Rica,Total investment,Percent of GDP,,21.091,20.736,20.142,19.928,19.005,18.991,19.053,21.219,23.465,24.863,18.43,19.715,19.889,20.48,18.977,18.807,18.433,18.377,18.832,17.501,17.562,17.881,18.249,18.377,18.571,18.624,2017
Costa Rica,Gross national savings,Percent of GDP,,16.21,16.162,16.914,14.723,13.78,15.354,14.751,17.076,17.884,16.497,16.612,16.489,14.587,15.348,14.146,14.014,14.965,16.203,15.808,14.324,14.338,14.556,14.914,15.125,15.15,15.177,2017
Costa Rica,"Inflation, average consumer prices",Index,,27.581,30.603,34.048,37.169,40.679,45.69,51.993,57.959,63.383,71.891,77.527,81.918,85.915,89.777,94.474,98.743,99.534,99.518,101.136,103.475,106.176,109.471,112.755,116.138,119.622,123.211,2018
Costa Rica,"Inflation, average consumer prices",Percent change,,10.045,10.959,11.254,9.169,9.443,12.318,13.794,11.476,9.357,13.424,7.839,5.665,4.879,4.495,5.232,4.518,0.802,-0.017,1.626,2.312,2.611,3.103,3,3,3,3,2018
Costa Rica,Volume of imports of goods and services,Percent change,,0.461,-2.356,0.01,6.128,4.548,4.8,6.974,7.841,10.116,6.871,-18.779,18.711,10.727,7.834,1.681,5.022,4.402,8.885,3.035,-0.31,3.936,3.397,2.927,3.078,3.51,3.841,2017
Costa Rica,Volume of Imports of goods,Percent change,,-0.312,-4.187,5.135,18.631,20.121,18.8,26.993,23.637,18.339,25.329,-20.367,18.711,10.727,7.834,1.681,5.022,4.402,8.885,3.035,-0.31,3.936,3.397,2.927,3.078,3.51,3.841,2017
Costa Rica,Volume of exports of goods and services,Percent change,,19.402,3.546,1.83,2.308,5.405,10.459,6.114,7.776,7.625,2.265,-8.259,9.099,7.103,5.504,3.308,4.987,2.566,9.388,5.006,4.081,4.262,4.156,3.749,4.157,4.241,4.773,2017
Costa Rica,Volume of exports of goods,Percent change,,23.412,-4.584,6.43,11.061,19.971,22.136,18.863,20.854,10.112,10.556,-4.152,3.589,6.243,6.99,-0.912,14.569,-0.975,9.282,11.507,7.271,8.891,6.955,6.694,6.828,6.869,6.884,2017
Costa Rica,Unemployment rate,Percent of total labor force,,6.022,5.193,6.072,6.403,6.668,6.495,6.63,5.962,4.597,4.948,7.822,9.213,10.492,9.849,8.311,9.658,9.604,9.541,9.293,10.2,9.659,9.6,9.6,9.5,9.3,9.3,2018
Costa Rica,Population,Persons,Millions,3.838,3.81,3.953,4.022,4.086,4.152,4.215,4.279,4.34,4.404,4.469,4.554,4.613,4.673,4.733,4.793,4.851,4.909,4.966,5.024,5.083,5.142,5.202,5.262,5.323,5.385,2017
Costa Rica,General government revenue,Percent of GDP,,13.888,13.243,13.864,13.619,14.197,13.651,13.861,14.178,15.233,15.457,13.488,13.223,13.427,13.342,13.595,13.315,13.639,14.065,13.812,13.653,14.493,15.005,15.181,15.338,15.392,15.454,2017
Costa Rica,General government total expenditure,Percent of GDP,,16.782,16.943,17.347,18.634,17.644,17.081,16.658,15.615,14.923,15.74,16.948,18.488,17.606,17.875,19.168,19.212,19.286,19.346,20.022,19.684,20.277,20.102,20.029,19.585,19.163,18.726,2017
Costa Rica,General government net lending/borrowing,Percent of GDP,,-2.894,-3.7,-3.483,-5.015,-3.447,-3.43,-2.796,-1.437,0.311,-0.283,-3.46,-5.265,-4.178,-4.533,-5.573,-5.897,-5.646,-5.281,-6.21,-6.032,-5.785,-5.097,-4.849,-4.247,-3.771,-3.272,2017
Costa Rica,General government primary net lending/borrowing,Percent of GDP,,1.587,0.531,1.092,0.002,1.422,1.367,2.031,2.732,3.599,2.295,-1.215,-2.959,-1.853,-2.265,-2.833,-3.052,-2.958,-2.436,-3.017,-2.419,-1.846,-0.896,-0.518,0.213,0.84,0.809,2017
Costa Rica,General government gross debt,Percent of GDP,,39.147,39.017,39.8,41.624,40.744,41.152,37.468,33.16,27.07,24.087,26.117,28.326,29.801,34.221,35.835,38.403,40.874,44.921,48.592,53.543,56.15,58.302,60.148,61.086,61.408,61,2017
Costa Rica,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,4055.406,4607.291,5233.428,5938.756,6855.361,8114.386,9532.875,11555.641,13816.351,16109.612,17521.035,19596.937,21370.733,23371.406,24860.944,27226.883,29281.373,31136.211,33014.819,34693.156,37035.387,39208.775,41480.017,44034.544,46809.034,49937.974,2017
Costa Rica,Current account balance,U.S. dollars,Billions,-0.694,-0.685,-0.514,-0.86,-0.9,-0.675,-0.86,-0.939,-1.499,-2.581,-0.561,-1.214,-2.265,-2.411,-2.431,-2.453,-1.921,-1.257,-1.774,-1.874,-1.949,-2.11,-2.222,-2.282,-2.532,-2.699,2017
Costa Rica,Current account balance,Percent of GDP,,-4.881,-4.574,-3.228,-5.205,-5.225,-3.637,-4.302,-4.143,-5.581,-8.366,-1.819,-3.225,-5.302,-5.132,-4.831,-4.793,-3.467,-2.174,-3.024,-3.177,-3.224,-3.325,-3.335,-3.252,-3.422,-3.448,2017
Côte d'Ivoire,"Gross domestic product, constant prices",Percent change,,1.618,-2.068,0.121,-1.668,-1.36,1.232,1.721,1.516,1.765,2.543,3.251,2.018,-4.857,10.864,9.272,8.794,8.843,7.972,7.702,7.414,7.479,7.174,6.967,6.737,6.534,6.461,2016
Côte d'Ivoire,"Gross domestic product, deflator",Index,,71.206,72.805,78.19,83.404,87.408,84.881,85.986,87.485,90.051,97.708,100,105.386,108.861,110.877,114.589,119.068,122.767,121.455,119.339,119.835,121.133,123.259,125.251,127.261,129.233,131.33,2016
Côte d'Ivoire,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,3246.137,3098.435,3023.582,2897.817,2785.984,2748.832,2725.288,2696.491,2674.546,2673.056,2690.029,2674.76,2480.349,2680.131,2854.417,3026.741,3210.908,3379.019,3547.051,3713.49,3890.073,4063.489,4236.456,4407.292,4576.298,4748.51,2015
Côte d'Ivoire,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.085,0.079,0.078,0.074,0.07,0.068,0.066,0.063,0.061,0.061,0.063,0.061,0.056,0.06,0.063,0.067,0.07,0.073,0.076,0.079,0.082,0.085,0.088,0.091,0.093,0.096,2016
Côte d'Ivoire,Total investment,Percent of GDP,,10.547,9.941,10.118,5.688,10.467,8.941,11.328,7.59,9.911,12.069,8.697,13.437,4.039,16.09,20.711,19.74,20.104,17.689,19.494,21.596,22.716,23.782,25.199,25.635,26.271,26.188,2016
Côte d'Ivoire,Gross national savings,Percent of GDP,,9.581,7.694,9.564,11.907,12.371,10.396,11.548,10.281,9.259,13.93,15.36,15.304,14.443,14.894,19.359,21.184,19.496,16.11,16.388,18.205,19.696,20.981,22.554,23.027,23.763,23.736,2016
Côte d'Ivoire,"Inflation, average consumer prices",Index,,97.529,100,104.355,107.569,111.116,112.737,117.116,120.004,122.278,130,131.311,133.105,139.621,141.435,145.089,145.74,147.554,148.622,149.857,150.282,153.288,156.354,159.481,162.67,165.924,169.242,2017
Côte d'Ivoire,"Inflation, average consumer prices",Percent change,,0.744,2.534,4.355,3.08,3.297,1.459,3.884,2.466,1.896,6.315,1.009,1.366,4.895,1.3,2.584,0.449,1.244,0.724,0.831,0.284,2,2,2,2,2,2,2017
Côte d'Ivoire,Volume of imports of goods and services,Percent change,,1.369,-5.98,5.211,8.06,-26.017,23.261,-7.671,4.61,5.747,4.662,18.021,18.565,-24.548,39.046,-18.767,26.768,23.264,2.414,5.755,22.135,9.874,6.636,7.668,7.203,5.824,5.696,2016
Côte d'Ivoire,Volume of Imports of goods,Percent change,,1.369,-5.98,5.211,8.06,-26.017,23.261,-7.671,4.61,5.747,4.662,18.021,18.565,-24.548,39.046,-18.767,26.768,23.264,2.414,5.755,22.135,9.874,6.636,7.668,7.203,5.824,5.696,2016
Côte d'Ivoire,Volume of exports of goods and services,Percent change,,13.624,-4.574,-3.838,1.587,-3.586,18.245,4.416,1.151,-11.148,-4.608,11.056,-7.723,4.12,7.125,3.567,11.296,4.328,-10.056,9.444,9.035,7.916,7.396,8.239,7.901,6.924,6.439,2016
Côte d'Ivoire,Volume of exports of goods,Percent change,,13.624,-4.574,-3.838,1.587,-3.586,18.245,4.416,1.151,-11.148,-4.608,11.056,-7.723,4.12,7.125,3.567,11.296,4.328,-10.056,9.444,9.035,7.916,7.396,8.239,7.901,6.924,6.439,2016
Côte d'Ivoire,Population,Persons,Millions,15.725,16.134,16.553,16.984,17.425,17.878,18.343,18.82,19.309,19.811,20.327,20.855,21.397,21.954,22.524,23.11,23.711,24.327,24.96,25.609,26.275,26.958,27.659,28.378,29.116,29.873,2015
Côte d'Ivoire,General government revenue,Percent of GDP,,17.14,16.652,16.778,17.224,15.777,17.237,17.377,18.56,19.979,19.877,18.5,18.147,14.248,19.166,19.679,18.862,19.988,19.954,20.365,19.707,20.047,20.185,20.344,20.341,20.513,20.456,2017
Côte d'Ivoire,General government total expenditure,Percent of GDP,,18.893,17.8,15.812,18.105,17.52,18.672,18.794,19.99,20.516,20.167,19.885,19.995,18.242,22.312,21.919,21.029,22.811,23.957,24.872,23.658,23.094,23.166,23.232,23.215,23.423,23.363,2017
Côte d'Ivoire,General government net lending/borrowing,Percent of GDP,,-1.753,-1.148,0.967,-0.881,-1.743,-1.435,-1.417,-1.43,-0.537,-0.29,-1.384,-1.848,-3.994,-3.147,-2.241,-2.168,-2.823,-4.003,-4.507,-3.952,-3.048,-2.981,-2.888,-2.874,-2.911,-2.907,2017
Côte d'Ivoire,General government primary net lending/borrowing,Percent of GDP,,2.166,2.89,4.132,1.965,0.214,0.64,0.553,0.311,1.168,1.444,0.085,-0.27,-2.183,-1.444,-0.85,-0.945,-1.305,-2.283,-2.794,-2.135,-1.059,-0.681,-0.744,-0.679,-0.828,-0.707,2017
Côte d'Ivoire,General government gross debt,Percent of GDP,,107.843,102.27,98.379,87.058,77.934,78.4,80.399,79.441,73.997,70.828,64.242,63.048,69.153,45.041,43.36,44.79,47.266,48.393,49.839,52.202,50.918,49.111,48.382,47.402,46.754,47.202,2017
Côte d'Ivoire,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,7620.286,7630.266,8204.578,8605.657,8896.202,8745.46,9011.755,9307.908,9750.029,10848.04,11463.5,12324.723,12112.687,13677.317,15445.759,17461.003,19595.381,20931.397,22150.799,23892.042,25956.992,28307.322,30768.851,33369.051,36100.205,39056.399,2017
Côte d'Ivoire,Current account balance,U.S. dollars,Billions,-0.12,-0.241,-0.061,0.768,0.294,0.241,0.04,0.479,-0.139,0.452,1.618,0.465,2.663,-0.321,-0.423,0.51,-0.201,-0.414,-1.076,-1.459,-1.367,-1.398,-1.442,-1.552,-1.615,-1.709,2016
Côte d'Ivoire,Current account balance,Percent of GDP,,-0.966,-2.251,-0.547,6.222,1.922,1.455,0.232,2.691,-0.683,1.864,6.663,1.867,10.373,-1.197,-1.352,1.444,-0.608,-1.173,-2.823,-3.391,-3.021,-2.802,-2.645,-2.608,-2.509,-2.453,2016
Croatia,"Gross domestic product, constant prices",Percent change,,-0.936,3.749,3.453,5.254,5.581,3.915,4.11,4.868,5.284,2.036,-7.292,-1.473,-0.34,-2.3,-0.492,-0.088,2.401,3.536,2.921,2.708,2.62,2.5,2.4,2.2,2,2.021,2017
Croatia,"Gross domestic product, deflator",Index,,67.099,70.087,73.021,75.529,78.621,81.556,84.344,87.695,91.311,96.507,99.193,100,101.656,103.229,104.04,104.064,104.09,104.008,105.167,106.713,108.216,109.893,111.779,113.796,116.014,117.792,2017
Croatia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,14552.803,15694.634,16523.141,17391.192,18357.452,18504.604,19252.067,20198.262,21284.669,21727.878,20166.328,19918.795,20491.071,20075.973,20033.572,20100.996,20750.023,21638.161,22534.862,23308.161,24087.482,24863.715,25639.924,26388.723,27106.241,27848.95,2017
Croatia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.11,0.109,0.11,0.113,0.114,0.113,0.112,0.112,0.112,0.111,0.103,0.096,0.092,0.087,0.084,0.081,0.08,0.081,0.08,0.079,0.079,0.078,0.077,0.076,0.075,0.074,2017
Croatia,Total investment,Percent of GDP,,19.894,20.151,22.113,25.826,28.004,27.445,27.829,29.739,29.737,31.447,25.13,21.425,20.671,19.176,19.421,18.768,20.006,20.764,20.928,20.628,20.566,20.519,20.69,20.534,20.563,21.202,2017
Croatia,Gross national savings,Percent of GDP,,21.262,17.972,19.234,18.73,22.044,23.296,22.656,23.215,22.608,22.544,20.06,20.342,19.963,19.061,20.375,20.75,24.544,23.357,24.961,23.523,22.679,22.082,21.632,21.086,20.869,21.47,2017
Croatia,"Inflation, average consumer prices",Index,,67.5,70.608,73.275,74.5,75.817,77.375,79.942,82.492,84.883,90.042,92.183,93.133,95.25,98.5,100.683,100.467,100,98.875,99.992,101.492,102.989,104.636,106.415,108.331,110.389,112.486,2018
Croatia,"Inflation, average consumer prices",Percent change,,4.014,4.605,3.777,1.672,1.767,2.055,3.317,3.19,2.899,6.077,2.379,1.031,2.273,3.412,2.217,-0.215,-0.464,-1.125,1.129,1.5,1.475,1.6,1.7,1.8,1.9,1.9,2018
Croatia,Volume of imports of goods and services,Percent change,,-3.874,-3.873,11.823,18.175,11.729,5.212,5.243,8.257,6.084,3.956,-20.391,-2.468,2.489,-2.985,3.111,3.082,9.163,6.208,8.137,7.5,6.882,6.2,7.378,7.292,6.051,6,2017
Croatia,Volume of Imports of goods,Percent change,,-18.792,57.443,14.564,19.73,12.908,5.346,8.333,9.763,7.491,2.989,-22.216,-2.316,3.451,-2.744,4.676,4.66,8.637,5.452,7.229,6.8,6.2,5.8,5.8,5.8,5.8,5.9,2017
Croatia,Volume of exports of goods and services,Percent change,,-0.162,13.522,10.113,4.733,10.791,5.966,4.628,5.606,3.447,0.791,-14.116,6.168,2.248,-0.144,3.123,6.042,9.382,5.612,6.396,5.759,6.13,5.145,5.646,6.9,5.6,5,2017
Croatia,Volume of exports of goods,Percent change,,-1.134,-22.003,5.781,11.681,4.949,16.733,11.123,10.752,1.43,-2.329,-11.68,18.806,-0.638,-2.103,5.682,8.572,10.226,5.241,8.667,8,7.9,7.4,7.3,7.3,7.2,7,2017
Croatia,Unemployment rate,Percent of total labor force,,18.633,20.592,21.508,21.783,19.067,17.783,17.583,16.525,14.733,13.033,14.517,17.167,17.367,18.6,19.808,19.275,17.067,14.958,12.433,10,9,8,7,7,7,7,2017
Croatia,Population,Persons,Millions,4.554,4.381,4.305,4.305,4.306,4.439,4.442,4.44,4.436,4.434,4.429,4.418,4.28,4.268,4.256,4.238,4.204,4.174,4.125,4.096,4.067,4.039,4.011,3.983,3.955,3.927,2017
Croatia,General government revenue,Percent of GDP,,41.222,39.105,37.497,44.331,42.411,41.915,41.656,41.911,42.5,41.946,41.522,41.136,40.875,41.742,42.737,42.649,44.43,46.102,46.737,47.608,46.865,46.649,46.699,46.543,46.483,46.232,2017
Croatia,General government total expenditure,Percent of GDP,,48.178,44.605,43.2,47.813,47.084,47.119,45.516,45.301,44.944,44.708,47.511,47.307,48.699,47.047,47.995,47.995,47.771,46.855,45.835,47.249,46.914,46.518,46.587,46.324,46.175,45.81,2017
Croatia,General government net lending/borrowing,Percent of GDP,,-6.955,-5.5,-5.702,-3.482,-4.674,-5.204,-3.86,-3.39,-2.444,-2.762,-5.989,-6.171,-7.824,-5.305,-5.258,-5.346,-3.341,-0.753,0.902,0.36,-0.048,0.131,0.111,0.219,0.308,0.422,2017
Croatia,General government primary net lending/borrowing,Percent of GDP,,-5.471,-3.818,-3.865,-1.983,-3.21,-3.627,-2.288,-1.888,-0.978,-1.141,-4.054,-4.058,-5.128,-2.252,-2.155,-2.346,-0.144,2.098,3.478,2.473,1.775,1.754,1.635,1.692,1.822,1.896,2017
Croatia,General government gross debt,Percent of GDP,,28.127,33.213,34.6,36.602,38.111,40.431,41.316,38.913,37.727,39.557,48.91,58.117,64.989,70.598,81.631,85.709,85.267,82.276,77.661,73.86,70.734,67.825,65.006,62.261,59.565,57.367,2017
Croatia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,166.322,180.242,194.271,211.5,232.446,250.563,269.778,294.148,322.461,347.749,331.367,329.143,333.454,330.826,331.785,331.569,339.616,351.347,365.642,381.06,396.554,412.764,429.926,447.311,465.152,481.825,2017
Croatia,Current account balance,U.S. dollars,Billions,-1.489,-0.477,-0.68,-1.899,-2.045,-1.683,-2.353,-3.279,-4.293,-6.187,-3.195,-0.66,-0.436,-0.064,0.529,1.14,2.241,1.334,2.211,1.749,1.292,1.008,0.637,0.393,0.237,0.203,2017
Croatia,Current account balance,Percent of GDP,,-6.371,-2.19,-2.922,-7.067,-5.898,-4.054,-5.189,-6.507,-7.141,-8.78,-5.094,-1.102,-0.698,-0.113,0.91,1.976,4.525,2.584,4.005,2.882,2.109,1.561,0.941,0.554,0.32,0.263,2017
Cyprus,"Gross domestic product, constant prices",Percent change,,4.996,5.965,3.952,3.724,2.623,5.027,4.853,4.714,5.098,3.647,-2.015,1.334,0.405,-2.879,-5.799,-1.311,1.962,4.812,4.468,3.878,3.463,3.338,2.902,2.616,2.486,2.378,2018
Cyprus,"Gross domestic product, deflator",Index,,73.742,75.765,78.537,78.771,83.014,85.263,86.986,89.67,93.38,97.784,98.048,100.001,101.824,103.56,102.326,100.653,99.479,98.891,100.592,102.171,102.63,105.074,107.728,110.761,113.864,116.902,2018
Cyprus,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,29248.506,30650.49,31539.79,32343.744,32811.66,34023.694,35179.578,36296.049,37446.771,37891.857,36168.654,35657.273,34923.03,33041.692,30986.683,30861.087,31874.817,33357.158,34583.257,35532.095,36538.523,37524.028,38373.508,39133.057,39857.073,40551.957,2017
Cyprus,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.033,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.033,0.032,0.031,0.029,0.026,0.025,0.025,0.025,0.025,0.026,0.026,0.026,0.025,0.025,0.025,0.025,2018
Cyprus,Total investment,Percent of GDP,,19.639,20.32,17.665,20.266,19.524,21.965,22.343,24.504,24.246,28.79,22.763,23.716,18.687,15.951,13.113,12.21,13.695,16.564,20.63,18.968,20.438,20.901,21.58,21.969,22.226,22.495,2018
Cyprus,Gross national savings,Percent of GDP,,19.316,16.06,16.235,18.632,18.356,17.505,17.171,18.233,13.648,13.453,15.199,12.561,14.706,10.16,8.246,8.004,12.74,11.568,12.193,13.414,13.139,14.395,15.105,15.586,16.081,16.657,2018
Cyprus,"Inflation, average consumer prices",Index,,71.433,74.903,76.393,78.517,81.64,83.188,84.873,86.784,88.668,92.556,92.723,95.095,98.406,101.443,101.83,101.553,99.99,98.774,99.447,100.227,100.768,102.409,104.134,106.216,108.341,110.508,2018
Cyprus,"Inflation, average consumer prices",Percent change,,1.136,4.858,1.988,2.781,3.978,1.896,2.026,2.252,2.171,4.384,0.181,2.558,3.482,3.087,0.381,-0.272,-1.539,-1.216,0.681,0.784,0.54,1.629,1.684,2,2,2,2018
Cyprus,Volume of imports of goods and services,Percent change,,3.308,12.546,-0.193,-0.355,-0.976,6.946,1.57,5.702,10.463,12.508,-15.34,7.836,-3.191,-4.655,-4.035,3.635,8.431,6.575,12.217,2,0.221,4.449,4.103,3.874,3.808,3.787,2017
Cyprus,Volume of Imports of goods,Percent change,,n/a,n/a,10.268,0.183,-1.09,-5.252,7.455,6.243,10.123,12.196,-18.898,7.034,-4.545,-7.764,-15.644,3.891,6.621,11.388,13.655,4.186,-2.997,5.885,5.2,4.9,4.8,4.8,2017
Cyprus,Volume of exports of goods and services,Percent change,,8.931,10.456,2.177,-4.093,-1.394,2.49,2.051,1.268,5.28,-0.65,-4.689,4.534,5.723,-2.687,2.08,4.268,5.187,4.58,5.994,3.285,-1.36,4.745,3.5,3.5,3.5,3.5,2017
Cyprus,Volume of exports of goods,Percent change,,n/a,n/a,10.126,-0.408,-9.942,-5.148,2.758,-16.253,2.392,10.097,3.644,8.416,11.136,-0.255,-12.535,2.127,1.715,-8.913,0.28,23.53,-19.892,12.723,3.5,3.5,3.5,3.5,2017
Cyprus,Unemployment rate,Percent of total labor force,,3.6,4.842,3.925,3.517,4.108,4.625,5.3,4.55,3.925,3.65,5.325,6.275,7.85,11.8,15.85,16.075,14.9,12.95,11.05,8.35,7.009,5.995,5.436,5.155,5.061,4.967,2018
Cyprus,Population,Persons,Millions,0.683,0.69,0.698,0.706,0.714,0.723,0.733,0.744,0.758,0.776,0.797,0.819,0.84,0.862,0.866,0.858,0.847,0.848,0.855,0.864,0.87,0.875,0.88,0.886,0.891,0.897,2017
Cyprus,General government revenue,Percent of GDP,,30.266,32.731,33.608,33.291,34.479,34.926,37.464,38.086,40.792,39.091,36.459,37.322,36.66,36.354,36.734,39.793,38.983,38.012,38.876,39.565,38.412,37.649,37.389,37.361,37.353,37.643,2018
Cyprus,General government total expenditure,Percent of GDP,,34.32,34.97,35.716,37.422,40.386,38.638,39.689,39.127,37.564,38.225,41.893,42.045,42.346,41.906,41.865,40.024,39.326,37.692,37.123,36.617,36.613,35.672,35.248,35.29,35.143,35.015,2018
Cyprus,General government net lending/borrowing,Percent of GDP,,-4.054,-2.24,-2.107,-4.131,-5.907,-3.712,-2.224,-1.041,3.228,0.866,-5.434,-4.723,-5.686,-5.552,-5.131,-0.232,-0.343,0.32,1.753,2.948,1.799,1.977,2.141,2.071,2.21,2.627,2018
